name,artist,id,danceability,key,mode,instrumentalness,duration,time_signature,energy,loudness,speechiness,acousticness,tempo,liveness,valence,popularity,hollywood
Con te partirò - Italian Version of 'Time to Say Goodbye',Lucio Quarantotto,48spXMBQzerMGN3INI4k7a,0.157,7,1,0.00127,243573,3,0.424,-5.996,0.0327,0.823,171.69,0.0993,0.301,"33
",1
Not If You Were The Last Junkie On Earth,The Dandy Warhols,6knnw2F8PneXpkMcMmGY8e,0.458,9,1,0.595,191286,4,0.596,-8.912,0.0333,0.000373,116.011,0.0928,0.395,"0
",1
Through Glass,Stone Sour,1jguHsDgG8uuxBRtsyg4Om,0.545,3,0,0,282947,4,0.753,-4.618,0.036,0.0417,105.754,0.389,0.434,"47
",1
Don't Talk To Strangers,Dio,6ppPNxdwG8A5Ed8DlNLV6I,0.352,2,0,0.176,291093,4,0.892,-7.695,0.0841,0.00802,132.684,0.126,0.283,"54
",1
Lucky Star,Madonna,2hWI9GNr3kBrxZ7Mphho4Q,0.793,4,0,7.10E-05,333773,4,0.627,-10.599,0.0431,0.266,117.203,0.145,0.963,"55
",1
Dancing in the Moonlight,Toploader,3Fzlg5r1IjhLk2qRw667od,0.632,10,1,0,232693,4,0.858,-3.463,0.035,0.0624,119.397,0.347,0.872,"77
",1
Whisper,Evanescence,08ztYTkVXcs28b8FvMTqG0,0.331,2,0,0.000161,327573,4,0.844,-5.684,0.05,0.00649,175.283,0.285,0.375,"0
",1
The Metal,Tenacious D,4haZFPFNxXy4m3hJunjM8p,0.623,0,1,0.000852,165960,4,0.938,-4.161,0.123,0.00296,112.022,0.48,0.308,"40
",1
What You Thought You Need,Jack Johnson,6aPHSbguZiWVIsp0gSmsDO,0.704,0,1,0.0116,327267,4,0.342,-14.262,0.0381,0.408,94.513,0.0953,0.375,"0
",1
Coconut Skins,Damien Rice,29ZwHWh3lI43nAFnVBOagN,0.36,7,1,0,225373,4,0.594,-6.898,0.0312,0.255,107.528,0.0875,0.466,"38
",1
The Sons Of Odin,Manowar,2ybHuzpFYGggbU2Kjcqxon,0.432,2,1,0.44,383987,3,0.817,-6.559,0.0969,0.00223,179.994,0.304,0.141,"0
",1
Devil's Son,DevilDriver,6W2jTGReyxIr6WFNceC5xJ,0.476,1,1,0.0948,168387,4,0.992,-4.451,0.0835,3.17E-05,124.235,0.211,0.325,"41
",1
Sweet Emotion - Single Version,Aerosmith,4x9KtsdBYGSVjyQmUmZdJW,0.478,2,1,0.000516,192280,4,0.914,-4.404,0.032,0.00277,100.021,0.0815,0.668,"0
",1
You,Switchfoot,1nJRA4gUMLi0PFeLQAoim3,0.508,0,1,0.559,253440,4,0.407,-14.503,0.0285,0.691,147.88,0.134,0.285,"49
",1
The Tide Is High - Edit,Blondie,4Wljbzc4Zg0Vxv4QAM3tYB,0.78,11,1,0.0454,232800,4,0.665,-7.233,0.0257,0.051,96.951,0.111,0.963,"46
",1
Cerrado por Derribo,Joaquín Sabina,7g6kvDDj1JF32DWrsAnOlk,0.464,10,1,0,276440,5,0.606,-8.946,0.0422,0.724,127.31,0.195,0.701,"27
",1
Constellations - Demo Version,Jack Johnson,09hGtQrDdsKeISvjwMMYyd,0.676,8,1,0.00046,212253,4,0.268,-13.253,0.0349,0.843,117.216,0.342,0.35,"49
",1
Festival,Sigur Rós,38EYeox46Rnh5TLCzCJr7u,0.156,7,1,0.47,565270,4,0.392,-8.945,0.0326,0.564,80.439,0.113,0.193,"39
",1
Silver Stallion,Cat Power,6eVRFrgn78VJ81pUqAdxVh,0.513,4,1,0.0108,173733,4,0.154,-16.391,0.0394,0.845,80.594,0.111,0.338,"23
",1
Elenore,The Turtles,4DWFSrNnZXow1aB96gByho,0.63,4,1,1.52E-05,151307,4,0.625,-8.407,0.0375,0.6,122.504,0.24,0.887,"59
",1
Storebror,Laleh,21NwqiDCuH5JqV4Bb1lUyC,0.655,2,0,0,241760,4,0.471,-8.599,0.0944,0.788,104.442,0.155,0.532,"34
",1
Eat It,"""Weird Al"" Yankovic",073V7jY2AD5JXEnej4JUd1,0.763,7,1,0,200440,4,0.7,-11.143,0.0692,0.117,147.434,0.0701,0.912,"21
",1
Uninvited,Alanis Morissette,7c1iI6dwdCpHGYT8DGEfab,0.38,2,1,0.00487,276200,4,0.538,-5.493,0.0313,0.0223,127.416,0.094,0.193,"59
",1
Att fånga en fjäril,Lars Winnerbäck,0X8lDoWx5G1BpZd6FWx96c,0.821,9,0,0,256093,4,0.678,-9.585,0.106,0.585,147.823,0.11,0.855,"0
",1
Cave,Muse,6Jf7Sx68vsWFKeWjOxcLhQ,0.417,2,1,8.93E-06,286933,4,0.809,-5.669,0.0502,0.0259,121.071,0.23,0.121,"50
",1
Twist Of Cain,Danzig,5UXZ1YyRShdIpQWsQFtEte,0.524,1,0,0.00119,258040,4,0.676,-9.192,0.0659,0.00612,119.76,0.0974,0.388,"0
",1
Hybrid Moments,Misfits,3gN4UFoOnRHlMl3K4kU5zG,0.161,2,1,0.0802,102267,4,0.836,-9.324,0.0519,0.224,193.782,0.0926,0.487,"56
",1
Sleep,My Chemical Romance,2pONuBYwWrNm9jcJH6hmPc,0.188,0,1,0.000856,283467,4,0.952,-4.499,0.201,0.00138,155.973,0.381,0.152,"58
",1
Suburbia,Pet Shop Boys,3F4JxbEkur9ZXAtQ5GFVXB,0.53,0,1,0.000118,244307,4,0.873,-10.572,0.0433,0.0403,126.16,0.119,0.456,"54
",1
Doesn't Remind Me,Audioslave,2xVTJylqgOdEX7auZ0xLn9,0.457,9,1,0,255000,4,0.768,-3.592,0.0378,0.169,99.739,0.103,0.232,"0
",1
Stuff Is Messed Up - Explicit Album Version,The Offspring,6jkfo1s5ENkfHeyLjKPHGB,0.543,10,0,0.000108,211307,4,0.845,-4.273,0.0395,0.000354,145.995,0.0756,0.515,"0
",1
Corazon,El Canto Del Loco,0mkqrbNV69IzodqYQRGB35,0.567,4,1,0.000445,256787,4,0.892,-2.951,0.0344,0.0339,130.057,0.364,0.747,"44
",1
Invaders - 1998 Remastered Version,Iron Maiden,1KPlmi7uRksn6plh0sr3Sm,0.448,4,0,0.000474,204400,4,0.961,-4.342,0.0518,0.00661,111.459,0.359,0.693,"0
",1
La Vida,El Canto Del Loco,6jKHqq1qoRZoxNoKNzho6V,0.538,1,1,0,203773,4,0.835,-2.893,0.0313,0.0331,102.926,0.141,0.647,"43
",1
Live to Tell,Madonna,095MMFhB9qxPx2VsmvjnUs,0.673,2,0,0.0334,353000,4,0.314,-14.156,0.0279,0.411,109.841,0.107,0.27,"58
",1
Beautiful Day,Kurt Nilsen,6l5o4QcJA8UrQuUGLTT095,0.524,2,1,0,261987,4,0.776,-5.43,0.0499,0.0608,133.061,0.279,0.249,"28
",1
Who'll Stop The Rain,John Fogerty,0ojEJXFxPriZCM49yfsmgr,0.63,7,1,0.000408,147280,4,0.872,-5.211,0.0312,0.00729,123.115,0.0576,0.647,"0
",1
Whitewash,Buckethead,2Jhu4lQcNVxGV9W9cT3Wsh,0.674,10,0,0.835,284360,4,0.608,-9.998,0.0424,0.212,81.024,0.078,0.509,"48
",1
Oh Daddy,Fleetwood Mac,4KTmKPa5NFjfOgwfCba01O,0.563,2,0,2.42E-05,237507,4,0.206,-17.564,0.034,0.529,138.201,0.0929,0.448,"0
",1
True Blue,Madonna,7azOuDeJGbxt5mvq3GQHXp,0.799,11,1,2.58E-06,258227,4,0.773,-10.035,0.0393,0.261,118.045,0.044,0.896,"59
",1
Holy Dances,Beach House,3McwNujZ35RnOgz8Goyt9e,0.53,6,1,0.000112,258960,3,0.429,-9.606,0.0245,0.775,91.704,0.0921,0.241,"0
",1
Love Over Gold - Live At Hammersmith Odeon, London/1983,3tdqodAXbkxjOSe9JrbTH6,0.431,5,1,0.00132,216333,4,0.377,-11.472,0.0305,0.305,96.917,0.832,0.0953,Dire Straits,1
Tarantula,The Smashing Pumpkins,0p7r6EmYj4pN4AzvBiCurb,0.32,6,1,0.751,230160,4,0.989,-4.133,0.314,0.000143,76.818,0.0395,0.238,"0
",1
The Eraser,Thom Yorke,0WxzsZHbXcny0WhexO2MCa,0.629,4,0,0.499,295867,4,0.583,-11.235,0.0445,0.881,119.078,0.104,0.261,"49
",1
Many Shades Of Black,The Raconteurs,6rl0N6NrhQOlieRUAy9g4W,0.414,7,0,0,264627,3,0.748,-4.307,0.0342,0.0201,95.547,0.447,0.679,"0
",1
Fire,Scooter,6dWoVPmEFhPXSaqNxwea1I,0.529,7,1,0.00472,183093,4,0.99,-8.993,0.0636,0.0014,141.997,0.277,0.545,"20
",1
White Unicorn,Wolfmother,7xo1Kn00qY08vwX8FMnb62,0.347,7,1,0.000862,304133,4,0.773,-4.46,0.0361,0.000657,108.724,0.0968,0.367,"0
",1
Right Next Door To Hell,Guns N' Roses,1416zt0Z35YVGt97dXMbxu,0.366,10,0,0.969,182293,4,0.993,-4.465,0.169,0.0112,100.748,0.0708,0.147,"0
",1
Tranquilize,The Killers,42b041CrWScCEr4HVI5Zrs,0.387,1,0,5.36E-06,225160,4,0.813,-4.178,0.0527,0.0788,78.057,0.163,0.43,"0
",1
Alcoholic,Starsailor,6lRM8cGMfffgoLWWVrIrWa,0.406,9,0,0,176000,4,0.432,-9.488,0.0367,0.351,100.951,0.256,0.325,"20
",1
Middle Man,Jack Johnson,6rMZ34cY3VlGokuTrOMJiQ,0.819,2,1,0.677,194800,4,0.606,-13.49,0.103,0.666,92.431,0.11,0.719,"0
",1
Where Eagles Dare - 1998 Remastered Version,Iron Maiden,0usYFHAPoXjEK1UpzwPy0i,0.264,4,0,0.0453,370333,3,0.95,-7.183,0.0685,0.00264,113.288,0.433,0.468,"0
",1
Quién Me Ha Robado el Mes de Abril,Joaquín Sabina,1HX9kKDz6dG4fmLBuKVzOF,0.698,7,1,0.00137,297000,4,0.35,-14.649,0.0365,0.519,147.54,0.0901,0.332,"50
",1
Narrow Escape,Ray LaMontagne,64vEHXuqaNUS4RJqXgxxay,0.664,7,1,0.000136,279000,3,0.195,-16.814,0.0307,0.262,105.174,0.338,0.284,"0
",1
Amanda,Boston,5dKUiinZmJFbuddlPxATvb,0.456,7,1,1.39E-06,256960,4,0.498,-11.014,0.0304,0.283,124.815,0.168,0.304,"48
",1
Poison,The Prodigy,48FmvImYQ0gJMr3iAZIp5w,0.697,1,0,0.112,402467,4,0.918,-8.398,0.1,0.0533,104.032,0.102,0.24,"0
",1
Run On,Moby,4evQX2J2lmQAxMwiIXGSvQ,0.756,11,1,0.000451,225133,4,0.594,-9.573,0.133,0.307,96.948,0.426,0.514,"0
",1
Make It with You,Bread,2abVeDaMBdhBBdX8uCNt3S,0.629,4,1,0.000617,192200,4,0.356,-11.135,0.0246,0.66,83.886,0.173,0.472,"43
",1
Wind Beneath My Wings,Bette Midler,43yI1QeWjNMREDMQkz6MXM,0.51,10,1,0,293853,4,0.458,-7.566,0.0289,0.551,123.694,0.0853,0.177,"0
",1
Not Falling,Mudvayne,7FFOLLLhBHoFIbVHsIIgJF,0.438,8,1,0.0745,243933,4,0.984,-5.012,0.142,2.93E-05,129.924,0.0573,0.321,"14
",1
The Sacrifice,Michael Nyman,3xsZiFNAhVny4tPPR5Ujv8,0.284,9,0,0.854,170200,3,0.172,-21.391,0.0348,0.984,99.916,0.0931,0.176,"42
",1
Chocolate Jesus,Tom Waits,5iZJe5diT7P00lgmYOWQu7,0.736,8,0,2.93E-06,235040,4,0.259,-14.308,0.0903,0.791,105.524,0.0964,0.472,"0
",1
Lights And Sounds,Yellowcard,4XOZaPYeMn9hcbpyS90NnD,0.344,11,0,0,208187,4,0.972,-3.675,0.116,8.48E-05,167.819,0.293,0.387,"60
",1
Summer's End,Foo Fighters,5aWcZ0q3LfnYBAJTUQyBfH,0.533,7,1,1.08E-05,277973,4,0.781,-5.014,0.0322,0.00167,122.994,0.17,0.417,"0
",1
Bottoms Up,Keke Palmer,5y1DL7Rv95tm62E1CWfykH,0.67,1,0,0,221280,4,0.925,-2.573,0.0356,0.108,160.088,0.248,0.399,"48
",1
Lumberjack Song,Monty Python,0MUZgqDmLtFaXVJyZYK5ml,0.459,7,1,0,202893,4,0.441,-12.207,0.391,0.691,178.962,0.185,0.788,"39
",1
Celler Door,Escape the Fate,5OQfiat3fphNTvrWoSy7Cx,0.377,2,0,0,275973,4,0.937,-4.634,0.087,0.00464,144.042,0.11,0.229,"0
",1
California Dreamin',The Mamas & The Papas,63rva3TBizr6x1Yp5uwKfD,0.554,1,0,0,157960,4,0.667,-10.226,0.0342,0.628,112.749,0.0486,0.597,"51
",1
Vicious,Lou Reed,1QNDtemTEnPG8mFEJK7h2O,0.623,7,1,0.897,176533,4,0.803,-9.438,0.0396,0.002,124.233,0.0677,0.911,"0
",1
Don't Mess With My Man,Lucy Pearl,4Eap0FiMiGB2gqjk1D4cXo,0.906,6,0,0.000131,217667,4,0.647,-5.197,0.11,0.104,106.031,0.0752,0.848,"0
",1
This Picture,Placebo,5qtZaeD6s0yoJ5EpJSu6tl,0.473,1,1,0.0181,214907,4,0.91,-7.234,0.0374,8.71E-05,155.235,0.0801,0.634,"0
",1
Passenger,Deftones,7IoK6jZBxY7NMoQPoPXZCF,0.345,0,1,0.0668,368667,4,0.797,-6.152,0.0551,0.00188,117.987,0.145,0.223,"63
",1
Alone in Kyoto,Air,40UlFC0dIxv7lAEJaPZLnm,0.525,0,1,0.751,291000,4,0.366,-16.488,0.0718,0.958,179.956,0.137,0.0785,"58
",1
To Ride, Shoot Straight And Speak The Truth,3niFdLGDctVmD9ZshmW2XB,0.169,6,0,0.88,190813,1,0.994,-5.169,0.152,3.82E-05,112.864,0.625,0.0383,Entombed,1
Up The Junction,Squeeze,1zWLu0Glg7glW6ulCfDbeN,0.504,9,1,0.00306,189243,4,0.59,-11.792,0.0597,0.327,121.812,0.109,0.91,"0
",1
Personal Jesus - 2006 Digital Remaster,Depeche Mode,2glAsKLFVLlriFtoeLxABi,0.676,10,0,0.0123,227413,4,0.842,-5.536,0.0382,0.0989,130.011,0.0539,0.759,"0
",1
Heart of Chambers,Beach House,3Jq13AsDnxiFD1DjLon3gK,0.418,6,1,0.846,265173,4,0.423,-9.568,0.0315,0.465,115.372,0.0749,0.0628,"0
",1
Sera,El Canto Del Loco,03CK09Va5nmnr4UwubyZtz,0.324,6,1,4.00E-06,248213,4,0.699,-4.541,0.0374,0.00149,185.879,0.0971,0.174,"41
",1
Atombomb,Håkan Hellström,5EhS3QVhDcAorvZPKqNCAU,0.182,8,1,0.452,271627,4,0.702,-5.69,0.0473,0.00768,102.962,0.347,0.413,"35
",1
Where Is Your Heart,Kelly Clarkson,6yRkTTgVtSBCpiSeIXjD31,0.492,5,1,0,277107,4,0.602,-4.656,0.029,0.131,141.943,0.305,0.129,"0
",1
Ride Like the Wind,Christopher Cross,62leJoS03BiNzdoQmb9ByN,0.669,0,0,0.000716,275507,4,0.707,-13.66,0.0478,0.347,124.335,0.0997,0.806,"52
",1
Wonderful - Remastered,Everclear,5xcSi6kSAq1MfPXVuzC5gD,0.471,7,1,7.23E-06,281507,4,0.868,-4.227,0.0564,0.00513,186.67,0.22,0.552,"42
",1
Skin Of The Night,M83,5kmQ4G6B9E98ZnviVGtP70,0.497,11,1,0.0191,372867,4,0.684,-6.588,0.0298,0.00674,120.024,0.213,0.244,"0
",1
Do Your Thing,Basement Jaxx,5ksIbZrgm9fVbZSgZkU1k5,0.681,7,1,0.216,259507,4,0.96,-3.681,0.0654,0.0303,124.933,0.141,0.796,"50
",1
Empty Apartment,Yellowcard,1P30N7kY4XwOw7vwmjRxPH,0.355,0,1,0,216693,3,0.666,-6.263,0.0364,9.21E-05,183.896,0.116,0.268,"49
",1
Caught In The Middle,Dio,6ftIeiD4i2KlNww5pk868s,0.509,4,1,0.788,251733,4,0.893,-7.951,0.0435,0.000643,130.357,0.216,0.809,"43
",1
Daughters Of The Soho Riots,The National,0EgXPCJNuKyoJTzBL1SooT,0.561,9,1,0.615,238573,4,0.442,-12.499,0.0316,0.662,86.094,0.123,0.289,"0
",1
The Sidewinder Sleeps Tonite,R.E.M.,0vYt2MmXjoFkPDRIpRZRg3,0.602,9,0,7.64E-06,247733,4,0.891,-4.439,0.0345,0.0777,123.393,0.33,0.747,"0
",1
And Then They Run,Raised Fist,7KiMmiyYns8PEPE6WALmc7,0.509,5,0,0,218240,4,0.889,-5.017,0.0309,3.39E-05,95.054,0.073,0.358,"0
",1
The Dress Looks Nice On You,Sufjan Stevens,0ETuFKhBGQwq7NJ1pqMj4z,0.698,5,0,0.00972,152480,4,0.274,-16.44,0.0329,0.953,127.823,0.11,0.792,"0
",1
Wrapped In Piano Strings,Radical Face,0r7EiYTNNP0WCzcaefN6TZ,0.398,10,1,0.145,216613,3,0.489,-8.927,0.0303,0.454,140.952,0.132,0.472,"0
",1
You Drive Me Crazy (Single Version) - Remastered,Shakin' Stevens,24e9ehPkZ6FtkMOdgxSGPQ,0.754,5,1,2.36E-06,172667,4,0.927,-2.62,0.0313,0.165,119.49,0.283,0.974,"45
",1
Daughters,John Mayer,294DpgHLbYJBL8jFUUBvWZ,0.674,2,1,1.91E-05,237907,3,0.413,-7.816,0.0274,0.837,124.895,0.098,0.503,"0
",1
Rollin' (Air Raid Vehicle),Limp Bizkit,1wlCaDAgPOCDogw24pB1fZ,0.603,1,1,0,213760,4,0.933,-3.358,0.171,0.00591,96.306,0.206,0.709,"0
",1
No Children,The Mountain Goats,6KyyTheVmJZsNdqwOj0MR3,0.541,1,1,0.000435,168307,4,0.411,-7.589,0.0437,0.598,83.684,0.103,0.408,"0
",1
Europa (Earth's Cry, Heaven's Smile) - Live Version,7DUHa5gLVDkmwyXdn7WyJY,0.31,0,0,0.259,431467,4,0.591,-12.905,0.0474,0.0458,143.583,0.316,0.747,Santana,1
Have I Been A Fool,Jack Peñate,66Bj3vzMJmnb8LFPkry75a,0.541,7,1,0.000426,159813,4,0.939,-6.243,0.0389,0.0654,110.488,0.0805,0.711,"32
",1
Diamonds And Guns,Transplants,5njSPpv1nzVOBhDoHiibQA,0.582,7,0,0.000116,241908,4,0.925,-3.15,0.182,0.0341,171.543,0.579,0.701,"0
",1
Personas,El Canto Del Loco,2HoCBU4vdXTaiYzN0chZmn,0.575,8,1,7.13E-06,224013,4,0.885,-3.31,0.0344,0.0109,129.96,0.0496,0.914,"44
",1
Livin' Thing,Electric Light Orchestra,1WJeed7mSSnZgTmXAOvPQ3,0.553,0,1,8.55E-05,212773,4,0.585,-7.828,0.0315,0.366,123.063,0.227,0.412,"0
",1
Donde estas Yolanda,Pink Martini,2u4Q3c50db4M2DpHZVrFP6,0.792,4,0,7.67E-05,206973,4,0.695,-6.223,0.0358,0.587,143.012,0.0598,0.96,"0
",1
Sunny Road,Emilíana Torrini,5dcfP0DYH5SDeizgbHZop6,0.611,4,0,0.00266,184533,4,0.148,-15.944,0.039,0.919,83.78,0.125,0.335,"53
",1
Destrangis in the Night,Estopa,22rSj1hzdueuWqxPhTkcSC,0.675,11,0,0,207707,4,0.772,-6.237,0.0423,0.435,133.89,0.12,0.54,"34
",1
Amazing Grace,Dropkick Murphys,7wym7UOkEJWegibt2ACLeS,0.12,3,1,0.563,158600,4,0.875,-4.968,0.0555,0.000113,91.579,0.146,0.0397,"0
",1
(Nice Dream),Radiohead,757EkmbBUF0i3mJAXK4Xqy,0.262,9,1,0.263,233227,3,0.567,-11.075,0.0344,0.161,172.857,0.225,0.377,"0
",1
Made of Scars,Stone Sour,72hzXF5cTRp6786KrQoda0,0.53,1,1,0.003,203493,4,0.864,-3.886,0.0424,5.42E-06,101.69,0.0486,0.292,"33
",1
Slow Moves,José González,1MaRKJqqev4YIXo9T80RjI,0.692,7,0,0.921,172000,4,0.0819,-23.251,0.0474,0.935,100.135,0.111,0.156,"39
",1
We'll Live and Die in These Towns,The Enemy,2XWAPRiW50qgKBU1T7MfN7,0.469,4,1,0,235040,4,0.678,-6.197,0.0358,0.234,150.169,0.343,0.287,"53
",1
Given Up,Linkin Park,1fLlRApgzxWweF1JTf8yM5,0.655,7,1,0.000473,189293,4,0.885,-4.116,0.0438,0.00117,100.088,0.0448,0.938,"69
",1
From the Cradle to Enslave,Cradle Of Filth,14JG4VbsqeLsFuDJlkybOT,0.342,7,0,0.683,396829,4,0.926,-6.313,0.0939,3.96E-05,147.313,0.186,0.0972,"46
",1
Needles and Pins,Smokie,69ogaRvDAR04EzGljVYPsa,0.729,9,1,0.00547,163307,4,0.569,-13.284,0.0297,0.0228,118.962,0.0408,0.803,"31
",1
Your Song,Kate Walsh,6ToRHNDclH1RJWaYoRrwvf,0.397,0,1,0,247413,3,0.0965,-14.792,0.0333,0.902,100.608,0.109,0.243,"0
",1
Lika hopplöst förälskad,Tomas Ledin,7441zpS44Zw1Qd9eEvUgdG,0.645,2,1,0,239013,4,0.833,-6.891,0.0478,0.036,126.866,0.352,0.613,"40
",1
Ben - Single Version,Michael Jackson,2OoK1Z4bzJTyYpkJ64mPhk,0.447,5,1,0.000961,165320,4,0.184,-11.479,0.0287,0.847,136.199,0.0939,0.308,"0
",1
This Must Be Love,Phil Collins,5OA00AXxl4rLiQ3FSSVF5n,0.783,2,0,3.00E-06,236573,3,0.107,-20.386,0.0414,0.738,138.124,0.06,0.589,"0
",1
I Turn To You,Melanie C,1Le4SDanBrX8OtmnnyTNrh,0.522,1,1,0.00167,352173,4,0.803,-5.825,0.0327,0.00117,135.205,0.31,0.0783,"55
",1
Turtle Island,Beach House,7uu8tKY2akLEAlsmbdWCdr,0.455,8,1,0.766,239733,4,0.283,-11.54,0.0321,0.72,115.876,0.0993,0.216,"0
",1
Arms Of A Woman,Amos Lee,37pK088xTo1ZpR3y23wsFk,0.54,9,1,0.000382,251440,3,0.0674,-13.778,0.0368,0.888,141.988,0.109,0.12,"60
",1
Get Ready,Flipsyde,3i54Q1j2puvqyFd5DCXu3r,0.746,11,0,1.07E-06,201907,4,0.831,-4.906,0.0583,0.0919,92.248,0.103,0.879,"0
",1
Uprocking Beats - Radio Edit,Bomfunk MC's,2AvWFQhnDOyDxnD4Xuz1uz,0.65,11,1,0,221400,4,0.978,-3.663,0.069,0.00336,132.82,0.319,0.866,"32
",1
Betrayed,Avenged Sevenfold,0aj1vjPhHLrPYNVlfuw5s4,0.468,5,1,1.54E-06,406427,4,0.929,-3.787,0.0556,0.00133,130.009,0.296,0.515,"25
",1
Showdown - 2003 Remaster,Electric Light Orchestra,6Jk3NfdCuvpuh5EsrNcLY5,0.71,0,0,0.000209,250213,4,0.612,-8.066,0.0304,0.278,113.634,0.174,0.962,"28
",1
I Wanna Love You Forever,Jessica Simpson,5gZEhPrN1VLqTG1nIAXeNK,0.59,4,0,0,263800,4,0.666,-4.047,0.0244,0.156,104.042,0.136,0.0743,"59
",1
Grow Up,Metric,5OOhyVKoJqVdMYn2qpAzeR,0.678,11,0,0.00186,253147,4,0.693,-6.963,0.0247,0.0132,110.044,0.0858,0.714,"0
",1
Soul Society,Kamelot,0k5ygFJ83PtLIPbofzxa2C,0.413,3,0,0.000156,257667,4,0.825,-7.204,0.0571,0.00475,82.565,0.835,0.204,"0
",1
Ain't No Sunshine,Michael Jackson,1MtHqXGvgy8tzGuFL2wpT8,0.525,5,0,0.000457,251640,4,0.589,-10.132,0.0614,0.0387,151.617,0.108,0.764,"0
",1
Sophia - remastered,Nerina Pallot,4TD9c9eqIWoCSx25fi5Qit,0.529,2,1,0,220013,4,0.284,-7.534,0.0294,0.901,86.948,0.0966,0.413,"33
",1
En svår och jobbig grej,Lars Winnerbäck,48n2C1rpw9BLPPMoZ9ePxd,0.367,2,1,0.00017,313373,4,0.269,-14.614,0.0327,0.905,104.686,0.256,0.301,"0
",1
Invincible,OK Go,5YCXQINNQyP4dPmQdUz5ER,0.417,7,1,0.000129,210640,4,0.915,-2.513,0.0636,0.000132,96.037,0.456,0.381,"40
",1
Te Recuerdo (Bonus Track),El Canto Del Loco,2GB211DFCtN8Bx0d6TYSCM,0.636,1,1,4.60E-05,156947,3,0.269,-14.141,0.0273,0.865,106.943,0.11,0.427,"33
",1
Kom hem nu,Lars Winnerbäck,0RWEbcNenOZ3czZoE4m9WI,0.374,0,1,0.00573,253480,4,0.543,-7.726,0.0331,0.0252,122.099,0.382,0.447,"25
",1
Eh Tu!!!,El Canto Del Loco,5V8xw7AQH3vB2lfw31uAFe,0.587,8,1,0.0195,176600,4,0.974,-3.801,0.0444,0.0183,103.973,0.231,0.834,"34
",1
Smile,Atomic Swing,36uhbqeeH0S1JlPGgsw8Qp,0.294,9,1,0.565,298733,4,0.956,-4.669,0.0987,0.0316,123.169,0.317,0.322,"20
",1
Stay,Sugarland,6Swk4Gl1wpfnG02ibXin2p,0.549,4,1,0,284427,4,0.284,-8.383,0.0388,0.774,135.632,0.105,0.389,"0
",1
Be Without You - Kendu Mix,Mary J. Blige,6t4sfKjnlfBe1SLuz1LTHh,0.723,2,0,0,246333,4,0.691,-5.897,0.0986,0.0814,146.548,0.258,0.668,"0
",1
Don't Think Of Me,Dido,6HuANi4awD1cZX4BgYwiNM,0.511,8,0,1.04E-06,272373,4,0.612,-7.923,0.0299,8.22E-05,93.86,0.0916,0.207,"47
",1
Angels Don't Kill,Children Of Bodom,2DheMnbW4bvwIMqPzQ3vKd,0.416,5,1,0.151,313733,4,0.87,-3.762,0.0342,7.53E-06,92.019,0.136,0.176,"0
",1
Por Ti Volare (Con Te Partiro) - Spanish Version,Andrea Bocelli,0VAoCWOHqCnJ41KY6lXHcu,0.35,7,1,0.00341,250493,4,0.38,-7.587,0.0302,0.835,101.979,0.0908,0.173,"0
",1
Här står jag,Sonja Aldén,3XS4gTQA9XBA9v3PQ4rnlc,0.527,4,1,0,206960,4,0.747,-5.077,0.033,0.0982,129.883,0.135,0.377,"33
",1
Revolt III,kent,3oZNrNgsi3ZBcYYClxf8qP,0.449,6,1,0.202,189986,4,0.888,-4.829,0.108,7.90E-05,132.632,0.168,0.325,"37
",1
The Penalty,Beirut,78ZmsEHNOwk0Eyqc68xurw,0.451,0,1,0,142320,4,0.242,-11.735,0.0345,0.947,115.887,0.159,0.228,"0
",1
Maquillaje,Mecano,3JznYTYT2UXwYqhYCqvTSL,0.71,4,0,8.72E-05,152600,3,0.923,-4.986,0.0865,0.581,118.438,0.109,0.938,"61
",1
Lex,Ratatat,70HxZbVnoyrfQ4dIWgcYMm,0.646,2,1,0.829,269747,4,0.759,-5.335,0.0626,0.0118,104.992,0.0558,0.354,"47
",1
Diamonds On The Inside,Ben Harper,6FvtSHS3hzjS8itHJPRzoJ,0.527,10,0,2.30E-05,266907,4,0.735,-6.477,0.0379,0.0484,77.882,0.185,0.729,"62
",1
Smile,Lily Allen,3NK28cXAkO5JIM7YOiCQAx,0.632,5,1,0,196893,4,0.639,-5.938,0.0259,0.00143,95.506,0.221,0.733,"59
",1
Sé Lest,Sigur Rós,6bkrID9FEshkMtIhMWSxFk,0.219,0,1,0.838,524013,3,0.318,-15.323,0.0372,0.89,74.691,0.578,0.0783,"34
",1
Capable,Najwa,1056mAdwXBdOs1HeqHDix6,0.825,9,0,0.0067,209173,4,0.545,-9.839,0.0476,0.185,111.987,0.284,0.731,"25
",1
Pinch Me,Barenaked Ladies,2RQ3fWFZJJe4G5KkHEACww,0.68,7,1,2.88E-05,285160,4,0.857,-4.132,0.0373,0.0151,95.349,0.056,0.794,"60
",1
Fruta Fresca,Carlos Vives,1lcaG7worZLgdGuniOfGje,0.515,9,0,0,233093,4,0.878,-8.846,0.149,0.226,119.974,0.316,0.732,"62
",1
War of the Worlds,Get Cape. Wear Cape. Fly,2rh5polwPZUP8FgO1tS5R1,0.661,11,0,0,153640,4,0.492,-7.945,0.0279,0.442,126.026,0.187,0.523,"29
",1
