name,artist,id,danceability,key,mode,instrumentalness,duration,time_signature,energy,loudness,speechiness,acousticness,tempo,liveness,valence,popularity,hollywood
Hello Darling,Pritam,2FzUJvJdyf12oshXm0KR8k,0.712,10,0,0.000203,194080,4,0.804,-5.792,0.0373,0.0687,140.091,0.179,0.841,"0
",0
Kya,Pritam,5JjI5hR0isXUV6LjIv6k1o,0.705,5,0,0,229800,4,0.694,-6.55,0.0719,0.252,95.995,0.332,0.802,"38
",0
Mere Bina,Pritam,4rSmmC6OYmjVOYxr8ruVWN,0.495,2,1,0,289560,4,0.768,-5.7,0.0545,0.653,79.909,0.152,0.489,"57
",0
Character Dheela (Ishq Ke Naam),Pritam,56nMk0ymfgLP5tFmtpPUtw,0.789,1,0,2.16E-05,227213,4,0.884,-2.456,0.0831,0.108,111.954,0.324,0.842,"0
",0
You Get me Rocking & Reeling (feat. Neeraj Shridhar and Billu Barbar),Pritam,18UpkbNjXwY11z9oWSSXXE,0.519,4,0,0,285753,4,0.798,-6.268,0.0626,0.00604,171.99,0.099,0.587,"0
",0
Khodaya Khair (feat. Monali and Akriti Kakkar),Pritam,1XdXUo1pS3Pz4MIpVlL5DN,0.43,7,1,0,281469,4,0.815,-6.348,0.0954,0.0586,172.224,0.26,0.781,"0
",0
Marjaani Marjaani Kasame (feat. Sunidhi Chauhan and Sukhwinder Singh),Pritam,2hcv2qOsT5f33rqDmbWwBK,0.551,11,0,0.29,408477,4,0.954,-4.768,0.168,0.00171,109.462,0.217,0.544,"0
",0
Pee Loon Hoto Ki Sargam (feat. Mohit Chauhan Once Upon A Time In Mumbaai),Pritam,1rqOgp6aSdsBA5wHdE7hDt,0.492,1,1,0,286302,4,0.769,-6.13,0.0429,0.0385,83.857,0.156,0.789,"0
",0
Twist,Pritam,03Wn1TXibHyFqjr6JjcpOo,0.598,4,0,0.000283,326896,4,0.966,-4.585,0.338,0.00826,109.049,0.589,0.632,"0
",0
Te Amo,Pritam,7FPgq3f19jPaZXyE2CtRjE,0.598,11,1,0,286000,4,0.769,-5.122,0.0474,0.619,127.897,0.113,0.579,"0
",0
Jiyein Kaun,Pritam,1K1yiRYJDbtEs1prl1iwXC,0.383,4,1,1.71E-06,266587,4,0.608,-5.789,0.0404,0.0544,142.921,0.0938,0.33,"0
",0
Mit Jaaye Ghum (Dum Maro Dum),Pritam,6nApBP9MNhruRxK3FwmWRV,0.742,0,1,0.000509,234027,4,0.926,-3.66,0.0886,0.127,129.983,0.0392,0.688,"0
",0
"Aahun Aahun (From ""Love Aaj Kal"")",Master Saleem,6eEAevjmfFiu5SSvH0DRY8,0.536,1,0,4.50E-05,290493,4,0.903,-5.501,0.307,0.154,129.965,0.064,0.656,"42
",0
Jiya Jale,Lata Mangeshkar & M.G.Shreekumar,2UqqeCF3Ad4rjeXNGEEaQn,0.775,9,1,8.97E-05,307573,4,0.506,-12.64,0.119,0.33,141.994,0.107,0.54,"0
",0
Chaiyya Chaiyya,Sukhwinder Singh & Sapana Awasthi,7ItsQ8ow0xsBJSW8NdGH5v,0.788,2,1,0,414427,4,0.675,-13.249,0.166,0.244,90.001,0.0731,0.558,"0
",0
Aksar,Shaan,4Ey2ucOcSk8ZwdX4xwDw9r,0.587,9,1,2.36E-05,251293,4,0.425,-10.52,0.0289,0.594,120.056,0.107,0.507,"0
",0
"Chaand Taare (From ""Yes Boss"")",Abhijeet,2I359Jv0MZqnxs6fwK5BPy,0.582,7,1,0,291400,4,0.45,-14.308,0.0656,0.142,183.498,0.0847,0.669,"0
",0
Haye Ram,Abhijeet,69QaogV74CPUPzlnZFaOu5,0.735,8,1,0.00189,355440,3,0.406,-12.742,0.0463,0.545,100.391,0.111,0.403,"0
",0
Tere Khayal Ki,Jagjit Singh,0uin68QQ1BWherbc73UKJr,0.522,9,0,0,399360,4,0.458,-11.076,0.0358,0.564,180.075,0.0612,0.51,"0
",0
Mann Ki Lagan,Rahat Fateh Ali Khan,6vFxo4fHmf1hdlHVwgcQHw,0.652,9,1,0.00273,291840,4,0.554,-11.141,0.0391,0.418,147.813,0.302,0.766,"0
",0
Bheegey Hont,Kunal Ganjawala,0fCQrcJT1v7UFyt5ahS15f,0.743,2,1,2.47E-05,274467,4,0.447,-10.766,0.0352,0.342,124.952,0.161,0.502,"0
",0
Jiya Dhadak Dhadak Jaye,Rahat Fateh Ali Khan,1W8UYDhgBJZHXmkWAebst2,0.7,0,1,5.68E-05,318427,4,0.45,-12.858,0.0359,0.179,119.894,0.0942,0.405,"0
",0
Maula Mere Maula,Roop Kumar Rathod,4hrxCvupGL76gDJ4TJ7M8B,0.528,0,1,0.0211,362693,4,0.576,-13.216,0.0409,0.426,119.86,0.0758,0.423,"0
",0
Dhoom Pichuk (Feat. Shubha Mudgal),Palash Sen & Band,02OeX6LHzfggk6JfVI8VB6,0.446,1,1,0,292000,4,0.827,-6.625,0.395,0.182,96.959,0.488,0.837,"0
",0
But It Rained,Parikrama,4q4czUm3xwb58et8eeNtkc,0.407,4,1,0.000589,428050,3,0.424,-12.895,0.0405,0.243,132.868,0.356,0.397,"0
",0
Sajni,Jal The Band,3K7UfQ1490vI1VOjCOOPo6,0.68,8,0,0.00821,308280,4,0.752,-5.835,0.0375,0.66,106.94,0.11,0.792,"0
",0
Woh Chali Woh Chali,Bombay Vikings,7MpwXTRXWsULhKzIFJQmul,0.788,0,0,1.33E-05,267440,4,0.688,-6.834,0.0308,0.0415,94.94,0.355,0.967,"0
",0
Khamaj,Fuzon,33yJbICPApS1o2lJi2w4Rq,0.645,6,1,1.79E-05,415973,4,0.402,-14.454,0.0299,0.499,80.056,0.362,0.438,"40
",0
Teray Bina,Fuzon,6x0Ktoe7FhndbwJ5A5U8ZT,0.638,7,1,0.000195,387800,4,0.539,-12.929,0.0288,0.183,106.089,0.0851,0.64,"22
",0
Akhian,Fuzon,1LXn0kHwq5OOKt7DJaysMP,0.699,2,1,0,240080,4,0.71,-11.568,0.0379,0.158,109.056,0.344,0.446,"20
",0
Ankhon Ke Saagar (Guitar Mix),Fuzon,3zPL7VTfORvROr1QZuEXM4,0.567,1,0,4.37E-05,343867,4,0.711,-12.547,0.0408,0.0915,102.044,0.106,0.492,"11
",0
Main Aisa Kyon Hoon,Shankar-Ehsaan-Loy,11ipwX6rA4f5KMTYB7QFXj,0.809,0,1,0,274267,4,0.509,-4.856,0.0391,0.031,95.993,0.175,0.921,"37
",0
Roop Tera Mastana,Bally Sagoo,5d9lcI4uo1GgZPkS1g9kzQ,0.712,1,1,6.90E-05,358960,4,0.667,-13.418,0.0374,0.0777,101.913,0.115,0.852,"22
",0
Jeena,Sandeep Chowta,0kLAayXlgueuQzBqDBFnoF,0.606,0,0,4.73E-06,288013,4,0.907,-5.163,0.147,0.18,100.013,0.0498,0.75,"0
",0
"Ruki Ruki (From ""Mast"")",Sonu Nigam,2HAYxMXnIJ2KjSs7ZN1ca7,0.726,11,0,0.00104,292833,4,0.739,-11.992,0.0545,0.0387,120.027,0.299,0.818,"0
",0
Subah Subah,Zubeen Garg,5h7ofb2eFmV1MRE2Nd4Kcs,0.775,6,1,4.59E-05,345703,4,0.579,-9.46,0.0298,0.142,128.002,0.0808,0.777,"24
",0
Tauba Tauba,Salim–Sulaiman,0dfDtMJigXYVWoqNovKPA3,0.696,6,0,8.19E-05,305347,4,0.876,-7.94,0.144,0.237,99.958,0.126,0.724,"41
",0
Kaal Dhamaal,Salim–Sulaiman,1Aj3mTJznujGX2ov6Op1cZ,0.642,4,0,0.000278,281480,4,0.925,-7.154,0.173,0.154,99.954,0.0497,0.591,"34
",0
The Mutton Song,Ram Sampath,5E0iQzIqRWncQHwrPbbimb,0.726,11,1,2.46E-05,261893,4,0.767,-8.298,0.107,0.0944,170.047,0.175,0.695,"0
",0
Saadda Haq (Featuring Orianthi Panagaris On Guitars),A.R. Rahman,170EdJFZdAvuBLXB6XV7Zf,0.561,6,0,5.03E-06,365213,4,0.882,-4.99,0.0501,0.0843,96.964,0.329,0.62,"0
",0
Sooraj Ki Baahon Mein,Shankar-Ehsaan-Loy,01eYMEBUQf9Utp8Yxn7MWU,0.855,11,1,4.21E-06,204933,4,0.563,-6.289,0.0342,0.22,124.911,0.0979,0.905,"0
",0
"Challa (From ""Crook "") - Remix by Tigerstyle",Pritam,3iAoFIbCPglhK2ak6VQPBJ,0.676,2,1,0.00368,266467,4,0.899,-6.476,0.057,0.0104,95.968,0.0819,0.586,"4
",0
"Love Sex Aur Dhokha (From ""LSD - Love Sex Aur Dhokha"")",Sneha Khanwalkar,4R0nMD9DpNgRBoYl3iJc5c,0.816,9,1,2.45E-06,294267,4,0.92,-5.154,0.118,0.00869,132.025,0.209,0.688,"10
",0
"Bheegi Si Bhaagi Si (From ""Raajneeti"")",Pritam,0gmlYbHckhg6Aytwz3ZEBL,0.564,8,1,0,278093,4,0.867,-6.21,0.121,0.361,88.919,0.262,0.815,"6
",0
"Kya Karoon? (From ""Wake Up Sid"")",Shankar-Ehsaan-Loy,7taQBKEW09f96ArgQxof0V,0.593,9,0,0.00146,236160,4,0.548,-7.588,0.0267,0.611,98.015,0.117,0.374,"3
",0
Dil Dhadakne Do,Shankar-Ehsaan-Loy,0DzLy1R0uaFNrQUJQX3QBH,0.773,2,1,0,231880,4,0.58,-4.682,0.031,0.0671,116.963,0.151,0.951,"0
",0
Tere Bin,Rabbi Shergill,64Gw3DuUHhRL88Hjc7AlEM,0.712,8,1,0.000173,323933,4,0.793,-8.925,0.0519,0.299,104.046,0.0673,0.917,"0
",0
Woh Ladki Jo,Abhijeet,08V7TKtRguQb7HiLpGcnzn,0.753,2,0,3.53E-06,429293,4,0.603,-13.209,0.0741,0.0408,110.013,0.324,0.466, Chorus,0
Phir Mohabbat,Mithoon,0h9W7F6A57ye905hoc6OzO,0.467,0,0,1.04E-06,330933,4,0.487,-6.254,0.0334,0.779,199.796,0.118,0.267,"0
",0
Zara Zara,Shaan,35kIXinxgC0MdOPD7C2VKP,0.62,11,0,2.43E-05,298292,4,0.277,-15.271,0.093,0.658,143.877,0.325,0.608, Roop Kumar Rathod,0
Dilko,Shaan,7yt8Iz6oBz7CdTCwW6cFTM,0.653,9,0,0,331520,4,0.379,-16.775,0.0849,0.657,149.984,0.123,0.705, Roop Kumar Rathod,0
Such Keh Raha Hai,Shaan,1upHaDmw4gf8GCCHZdnDA0,0.789,11,0,0,327158,4,0.303,-14.551,0.0486,0.463,123.986,0.305,0.507, Roop Kumar Rathod,0
Rehnaa Hai Terre Dil Mein,Shaan,0Jx0pIwpFxIyo3Yw4bztCz,0.775,9,0,0,306181,4,0.517,-13.788,0.0562,0.494,100.014,0.103,0.885, Roop Kumar Rathod,0
Mujhe Tumse Mohabbat Hai,Shreya Ghoshal,5TGGdncSRToNKPIYdU6o34,0.756,2,1,8.71E-05,360707,4,0.933,-4.42,0.0372,0.026,131.978,0.222,0.778,"0
",0
Ek Ladki Ko Dekha,Dj Pintu Johal,3d15ZpPO63jH2WV69iOAy0,0.643,10,1,0,269347,4,0.907,-4.027,0.0666,0.0197,87.535,0.0713,0.923,"0
",0
Ya Ali Remix,Zubeen Garg,4dRSfZRN8fb5nZs5ckqPbp,0.599,11,0,0.00313,194507,4,0.834,-7.353,0.032,0.000148,130.005,0.329,0.572,"0
",0
Tu Hi Meri Shab Hai Remix churiyan,KK,1MIWtJSqfSVGGsQ4t8zCmS,0.652,9,0,0.351,298587,4,0.862,-7.91,0.0379,0.000675,127.99,0.167,0.708,"0
",0
Tu Mile Dil Kile,Miko,1njEsOeGRDFPd9I23VeTY9,0.56,8,0,0.0565,404587,4,0.684,-6.825,0.0344,0.385,98.84,0.0717,0.326,"0
",0
Mujhe Naulakha Mangawa De Re,Anuj Mathews,0ok2r67dIoNn2iZi9MNZAO,0.85,6,1,6.60E-05,226813,4,0.915,-4.613,0.128,0.0446,114.994,0.0612,0.926,"0
",0
Kaho Na Kaho Remix,Shibu Pintu,6AkW8WIDilmBCVyuakiNSb,0.716,7,1,0,323800,4,0.862,-5.8,0.167,0.0296,86.997,0.076,0.96,"0
",0
Phela Nasha Remix,Udit Narayan,6E5RB3tDOqSKxel1J0eM7R,0.569,0,1,0,279213,4,0.869,-5.797,0.126,0.0026,76.393,0.172,0.854,"0
",0
Leke Pahla Pahla Pyar,Shruti Pathak,5EsU8kHwHxzTYFuX80sdl6,0.842,6,1,0.00807,182653,4,0.888,-5.092,0.189,0.00109,104.98,0.364,0.778,"0
",0
Kabhi Aar Kabhi Paar,Sona Mohapatra,1ToBZSVsKgC5vqvTd5cRMn,0.761,10,0,0.000228,282640,4,0.838,-7.033,0.15,0.0161,99.959,0.117,0.46,"0
",0
The Mtv Roadies Theme (feat. Raghu Ram),Agnee,0JMk0JVs1mVoYLexUpJg0f,0.714,7,1,0,244680,4,0.408,-10.75,0.0468,0.211,83.04,0.184,0.571,"24
",0
Gustakhiyan - Aankhen / Soundtrack Version,Aadesh Shrivastava,2Dvkcv13q8amplPFqULKrF,0.634,10,0,2.17E-05,360573,4,0.831,-5.371,0.0431,0.0114,121.705,0.144,0.287,"16
",0
Aye Hip Hopper! - Original Hindi, Feat. Sunidhi Chauhan,0CMzZ5S5yXMqhNAvh6JnGJ,0.898,11,0,1.49E-06,200800,4,0.535,-5.927,0.0376,0.109,110.043,0.146,0.891,Ishq Bector,0
Rukamani Rukamani,Shweta,7D877nsrN9knpxve158mrH,0.668,1,1,0.334,354884,4,0.465,-18.321,0.157,0.762,84.381,0.141,0.471,"0
",0
Roja,K. S. Chithra,4JG4HzCnmKucElYWhmLwoQ,0.624,4,1,0.241,298757,4,0.193,-18.516,0.0348,0.814,91.804,0.101,0.436,"0
",0
Kehna Hi Kya - Bombay / Soundtrack Version,K. S. Chithra,5j5vCuBjS1sFWywWUnkJqV,0.693,9,0,0,353893,4,0.268,-15.606,0.0774,0.682,127.056,0.0658,0.587,"51
",0
Aa Jaane Jaa - The 'Baby Can You Feel The Magic' Mix,Instant Karma,5waTERL0cMysP5X6kOlMVv,0.703,2,0,0.000674,366000,4,0.692,-6.16,0.0312,0.373,121.021,0.518,0.233,"13
",0
Raat Kali - The 'Midnight Lady' Mix,Instant Karma,6bBzgc4vMtWNejircKUfgB,0.721,10,1,1.94E-06,450053,4,0.619,-4.739,0.0225,0.166,97.011,0.339,0.655,"18
",0
Pyaar Manga Hai - The 'Broken Hearted' Mix,Instant Karma,5B0m0xdFxHZlOCdgdkk6ZQ,0.634,7,0,0,415467,4,0.612,-7.564,0.029,0.347,104.003,0.154,0.367,"9
",0
Mere Dil Mein Aaj Kya Hai - The 'Amorous Lover' Mix,Instant Karma,5pu7JqKEbQMQN91QdIW2ym,0.472,8,0,2.41E-05,404240,3,0.592,-6.084,0.0353,0.229,154.04,0.139,0.381,"6
",0
Saiyyan Re - The 'Boys Are Back' Mix,Instant Karma,5erj94G0vZ1VOPjZ6a7zwL,0.812,10,0,0.222,304493,4,0.784,-4.371,0.0615,0.257,116.006,0.027,0.805,"3
",0
Dil Kya Kare - The 'Love Is...' Mix,Instant Karma,5fItsNsEvkTzahxzimTyzd,0.668,6,1,7.78E-05,270853,4,0.767,-6.595,0.103,0.201,92.991,0.0759,0.679,"13
",0
Saamne Yeh Kaun - The 'Sun, Sea,6UxT9Qu0Epp3pTzIwzwO5w,0.844,1,0,0.0114,262813,4,0.686,-6.617,0.198,0.000594,100.003,0.073,0.45, Sand & Sex' Mix,0
Bahon Mein Chali Aao - The 'Hold U Tight' Mix,Instant Karma,3s4wGFwhBau34z0JQdUQ70,0.632,6,1,9.80E-05,300027,4,0.567,-8.567,0.0332,0.362,145.035,0.11,0.0997,"16
",0
Hum Bewafa (feat. Shaan) - The 'We Can Make It Happen' Mix,Instant Karma,4fwlJaMC7mcVhVWddkk1U6,0.626,8,1,1.74E-06,307427,4,0.562,-7.672,0.0314,0.217,145.961,0.0589,0.23,"10
",0
O Meri Soni - The 'Days Are Dark' Mix,Instant Karma,2FENNV5bFOG4tfjtqxLuMJ,0.5,11,0,0,296747,3,0.832,-4.332,0.0731,0.493,159.973,0.0553,0.483,"9
",0
Kabhi,Josh,5edtdvBXgE8hzKF0w3hFmU,0.694,2,1,0,287867,4,0.819,-6.352,0.0387,0.152,119.974,0.0918,0.493,"11
",0
Sajna Hai Mujhe,Avadhoot Gupte,60z8RgSxkaTRIOAKBzWTYL,0.899,11,0,5.03E-05,350547,4,0.694,-6.603,0.0509,0.0776,102.006,0.143,0.491,"0
",0
Bhigi Bhigi Raaton Mein,Avadhoot Gupte,37adrzRyrx6o6bpWXa9GE1,0.438,5,1,0,265080,4,0.755,-6.916,0.163,0.656,98.968,0.163,0.689,"0
",0
Neele Neele Ambar Pe,Vaishali Samant,4VYNREBjB5FoxTN2bfyntN,0.639,2,0,3.73E-06,218613,4,0.842,-5.846,0.0437,0.0538,99.898,0.373,0.446,"0
",0
Hosanna,A.R. Rahman,5NChQ2tXB9q9D8kdkLTWOL,0.571,7,1,6.43E-05,331400,4,0.802,-7.201,0.0391,0.28,85.97,0.0497,0.596,"49
",0
Is Pal Mein,Penn Masala,59WJyKkOckktwTQo64VDLJ,0.581,0,1,0,184173,4,0.821,-7.273,0.043,0.0646,114.024,0.0868,0.66,"0
",0
"Pani Da Rang Male (From ""Vicky Donor"")",Ayushmann Khurrana,6eTPyEkYUmDUFvNxJdNuOD,0.679,4,0,6.52E-05,240787,4,0.622,-8.514,0.0328,0.272,98.028,0.106,0.483,"46
",0
"Pani Da Rang Female (From ""Vicky Donor"")",Sukanya Purkayastha,08x3GCYn55rNhJZIZK3INS,0.638,2,0,0.00696,289627,4,0.564,-8.149,0.0295,0.0647,80.012,0.115,0.392,"24
",0
"Rum Whisky (From ""Vicky Donor"")",Akshay Verma,2IbvIRyVjgKOOTn3DJuOk9,0.716,5,0,0.00246,244920,4,0.899,-5.29,0.0485,0.0751,139.976,0.145,0.754,"35
",0
Brown Rang,Yo Yo Honey Singh,6NTwjo8MMAg0Ht2OlKdDir,0.804,11,0,0.000413,211394,4,0.902,-3.067,0.0846,0.265,155.98,0.0651,0.72,"39
",0
Angreji Beat,Yo Yo Honey Singh,37IZPXJXnDrRxUldlSSoYg,0.851,9,1,0.00102,256000,4,0.998,-1.558,0.301,0.204,119.961,0.0653,0.255,"34
",0
